"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2006","Sweden","Year","Males","Healthy life years in absolute value at birth","67.3",""
"2006","Sweden","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2006","Sweden","Year","Females","Healthy life years in absolute value at birth","67.5",""
"2006","Sweden","Year","Females","Life expectancy in absolute value at birth","83.1",""
"2006","Iceland","Year","Males","Healthy life years in absolute value at birth","68.3",""
"2006","Iceland","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2006","Iceland","Year","Females","Healthy life years in absolute value at birth","65.3",""
"2006","Iceland","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2006","Norway","Year","Males","Healthy life years in absolute value at birth","65.8",""
"2006","Norway","Year","Males","Life expectancy in absolute value at birth","78.2",""
"2006","Norway","Year","Females","Healthy life years in absolute value at birth","63.4",""
"2006","Norway","Year","Females","Life expectancy in absolute value at birth","82.9",""
"2006","Switzerland","Year","Males","Healthy life years in absolute value at birth",":",""
"2006","Switzerland","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2006","Switzerland","Year","Females","Healthy life years in absolute value at birth",":",""
"2006","Switzerland","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2006","United Kingdom","Year","Males","Healthy life years in absolute value at birth","64.8",""
"2006","United Kingdom","Year","Males","Life expectancy in absolute value at birth","77.3",""
"2006","United Kingdom","Year","Females","Healthy life years in absolute value at birth","64.9",""
"2006","United Kingdom","Year","Females","Life expectancy in absolute value at birth","81.6",""
"2007","European Union - 27 countries (from 2020)","Year","Males","Healthy life years in absolute value at birth","61.3",""
"2007","European Union - 27 countries (from 2020)","Year","Males","Life expectancy in absolute value at birth","75.8",""
"2007","European Union - 27 countries (from 2020)","Year","Females","Healthy life years in absolute value at birth","62.1",""
"2007","European Union - 27 countries (from 2020)","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2007","European Union - 28 countries (2013-2020)","Year","Males","Healthy life years in absolute value at birth","61.7",""
"2007","European Union - 28 countries (2013-2020)","Year","Males","Life expectancy in absolute value at birth","76.0",""
"2007","European Union - 28 countries (2013-2020)","Year","Females","Healthy life years in absolute value at birth","62.6",""
"2007","European Union - 28 countries (2013-2020)","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2007","Belgium","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2007","Belgium","Year","Males","Life expectancy in absolute value at birth","77.1",""
"2007","Belgium","Year","Females","Healthy life years in absolute value at birth","63.9",""
"2007","Belgium","Year","Females","Life expectancy in absolute value at birth","82.6",""
"2007","Bulgaria","Year","Males","Healthy life years in absolute value at birth","67.1",""
"2007","Bulgaria","Year","Males","Life expectancy in absolute value at birth","69.5",""
"2007","Bulgaria","Year","Females","Healthy life years in absolute value at birth","73.9",""
"2007","Bulgaria","Year","Females","Life expectancy in absolute value at birth","76.6",""
"2007","Czechia","Year","Males","Healthy life years in absolute value at birth","61.4","b"
"2007","Czechia","Year","Males","Life expectancy in absolute value at birth","73.8",""
"2007","Czechia","Year","Females","Healthy life years in absolute value at birth","63.3","b"
"2007","Czechia","Year","Females","Life expectancy in absolute value at birth","80.2",""
"2007","Denmark","Year","Males","Healthy life years in absolute value at birth","67.4",""
"2007","Denmark","Year","Males","Life expectancy in absolute value at birth","76.2",""
"2007","Denmark","Year","Females","Healthy life years in absolute value at birth","67.4",""
"2007","Denmark","Year","Females","Life expectancy in absolute value at birth","80.6",""
"2007","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","59.0",""
"2007","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","77.4",""
"2007","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","58.6",""
"2007","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","82.7",""
"2007","Estonia","Year","Males","Healthy life years in absolute value at birth","49.8",""
"2007","Estonia","Year","Males","Life expectancy in absolute value at birth","67.5",""
"2007","Estonia","Year","Females","Healthy life years in absolute value at birth","54.9",""
"2007","Estonia","Year","Females","Life expectancy in absolute value at birth","78.9",""
"2007","Ireland","Year","Males","Healthy life years in absolute value at birth","62.9",""
"2007","Ireland","Year","Males","Life expectancy in absolute value at birth","77.3",""
"2007","Ireland","Year","Females","Healthy life years in absolute value at birth","65.6",""
"2007","Ireland","Year","Females","Life expectancy in absolute value at birth","82.1",""
"2007","Greece","Year","Males","Healthy life years in absolute value at birth","66.0",""
"2007","Greece","Year","Males","Life expectancy in absolute value at birth","76.9",""
"2007","Greece","Year","Females","Healthy life years in absolute value at birth","67.6",""
"2007","Greece","Year","Females","Life expectancy in absolute value at birth","82.5",""
"2007","Spain","Year","Males","Healthy life years in absolute value at birth","63.5",""
"2007","Spain","Year","Males","Life expectancy in absolute value at birth","77.9",""
"2007","Spain","Year","Females","Healthy life years in absolute value at birth","63.2",""
"2007","Spain","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2007","France","Year","Males","Healthy life years in absolute value at birth","62.8",""
"2007","France","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2007","France","Year","Females","Healthy life years in absolute value at birth","64.4",""
"2007","France","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2007","Croatia","Year","Males","Healthy life years in absolute value at birth",":",""
"2007","Croatia","Year","Males","Life expectancy in absolute value at birth","72.2",""
"2007","Croatia","Year","Females","Healthy life years in absolute value at birth",":",""
"2007","Croatia","Year","Females","Life expectancy in absolute value at birth","79.2",""
"2007","Italy","Year","Males","Healthy life years in absolute value at birth","63.4","b"
"2007","Italy","Year","Males","Life expectancy in absolute value at birth","78.8",""
"2007","Italy","Year","Females","Healthy life years in absolute value at birth","62.6","b"
"2007","Italy","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2007","Cyprus","Year","Males","Healthy life years in absolute value at birth","63.1",""
"2007","Cyprus","Year","Males","Life expectancy in absolute value at birth","77.6",""
"2007","Cyprus","Year","Females","Healthy life years in absolute value at birth","62.8",""
"2007","Cyprus","Year","Females","Life expectancy in absolute value at birth","82.1",""
"2007","Latvia","Year","Males","Healthy life years in absolute value at birth","51.4",""
"2007","Latvia","Year","Males","Life expectancy in absolute value at birth","65.3",""
"2007","Latvia","Year","Females","Healthy life years in absolute value at birth","54.8",""
"2007","Latvia","Year","Females","Life expectancy in absolute value at birth","76.2",""
"2007","Lithuania","Year","Males","Healthy life years in absolute value at birth","53.3",""
"2007","Lithuania","Year","Males","Life expectancy in absolute value at birth","64.5",""
"2007","Lithuania","Year","Females","Healthy life years in absolute value at birth","58.1",""
"2007","Lithuania","Year","Females","Life expectancy in absolute value at birth","77.2",""
"2007","Luxembourg","Year","Males","Healthy life years in absolute value at birth","62.3",""
"2007","Luxembourg","Year","Males","Life expectancy in absolute value at birth","76.7",""
"2007","Luxembourg","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2007","Luxembourg","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2007","Hungary","Year","Males","Healthy life years in absolute value at birth","55.1",""
"2007","Hungary","Year","Males","Life expectancy in absolute value at birth","69.4",""
"2007","Hungary","Year","Females","Healthy life years in absolute value at birth","57.8",""
"2007","Hungary","Year","Females","Life expectancy in absolute value at birth","77.8",""
"2007","Malta","Year","Males","Healthy life years in absolute value at birth","69.2",""
"2007","Malta","Year","Males","Life expectancy in absolute value at birth","77.5",""
"2007","Malta","Year","Females","Healthy life years in absolute value at birth","71.1",""
"2007","Malta","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2007","Netherlands","Year","Males","Healthy life years in absolute value at birth","66.1",""
"2007","Netherlands","Year","Males","Life expectancy in absolute value at birth","78.1",""
"2007","Netherlands","Year","Females","Healthy life years in absolute value at birth","64.3",""
"2007","Netherlands","Year","Females","Life expectancy in absolute value at birth","82.5",""
"2007","Austria","Year","Males","Healthy life years in absolute value at birth","58.7",""
"2007","Austria","Year","Males","Life expectancy in absolute value at birth","77.4",""
"2007","Austria","Year","Females","Healthy life years in absolute value at birth","61.4",""
