"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2008","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.8",""
"2008","Bulgaria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.9",""
"2008","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","8.0",""
"2008","Czechia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.1",""
"2008","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.7",""
"2008","Denmark","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.0",""
"2008","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.2",""
"2008","Germany (until 1990 former territory of the FRG)","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.2",""
"2008","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.5",""
"2008","Estonia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.0",""
"2008","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.5",""
"2008","Ireland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.4",""
"2008","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.6",""
"2008","Greece","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.7",""
"2008","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.4",""
"2008","Spain","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.2",""
"2008","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.7",""
"2008","France","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.3",""
"2008","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2008","Croatia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2008","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.4",""
"2008","Italy","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.4",""
"2008","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.7",""
"2008","Cyprus","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","18.1",""
"2008","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.3",""
"2008","Latvia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","28.1",""
"2008","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.5",""
"2008","Lithuania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.0",""
"2008","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.5",""
"2008","Luxembourg","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.3",""
"2008","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.4",""
"2008","Hungary","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.4",""
"2008","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","13.9",""
"2008","Malta","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.7",""
"2008","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.5",""
"2008","Netherlands","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.4",""
"2008","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.2",""
"2008","Austria","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.1",""
"2008","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.0",""
"2008","Poland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.7",""
"2008","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","17.9",""
"2008","Portugal","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","19.1",""
"2008","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.8",""
"2008","Romania","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.3",""
"2008","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","11.0",""
"2008","Slovenia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","13.6",""
"2008","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","10.1",""
"2008","Slovakia","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","11.5",""
"2008","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.7",""
"2008","Finland","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","14.5",""
"2008","Sweden","Percentage","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.9","b"
